doc_id,title ,category,sub_category ,location ,description,content,source,tags
323,Gulung Tikeh Natural Pool and Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
324,Yeh Pikat Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
325,Toya Selaka Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
326,Candi Tebing Gunung Kawi,destinasi_wisata,Budaya,,,,Google Maps / Manual,
327,Keramas Water Park,destinasi_wisata,Umum,,,,Google Maps / Manual,
328,Penestanan stairs,destinasi_wisata,Umum,,,,Google Maps / Manual,
329,Kemenuh Swimming Pool & Water Recreation,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
330,Taman Nusa,destinasi_wisata,Alam,,,,Google Maps / Manual,
331,BukitJangkrik Natural Water Swim,destinasi_wisata,Umum,,,,Google Maps / Manual,
332,Ricefields Tegallalang,destinasi_wisata,Umum,,,,Google Maps / Manual,
333,Bayad Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
334,Ricefields Tegalalang Real,destinasi_wisata,Umum,,,,Google Maps / Manual,
335,Bale Kulkul Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
336,Agro Wisata Tulikup,destinasi_wisata,Umum,,,,Google Maps / Manual,
337,Melayang Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
338,Leke Leke Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
339,BALI SWING,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
340,Relief Bebitra,destinasi_wisata,Umum,,,,Google Maps / Manual,
341,Green Gadjah Ubud Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
342,Pura Puncak Bukit Langkihan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
343,Taman Mumbul Sangeh,destinasi_wisata,Alam,,,,Google Maps / Manual,
344,Beji Samuan Park,destinasi_wisata,Umum,,,,Google Maps / Manual,
345,Batu Belah Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
346,Kedisan Palace,destinasi_wisata,Budaya,,,,Google Maps / Manual,
347,U Fun Field,destinasi_wisata,Umum,,,,Google Maps / Manual,
348,Paras Petanu Ground village,destinasi_wisata,Umum,,,,Google Maps / Manual,
349,Pura Kahyangan Jagat Bukit Dharma Durga Kutri,destinasi_wisata,Budaya,,,,Google Maps / Manual,
350,Mancingan Rice Terrace Bali,destinasi_wisata,Alam,,,,Google Maps / Manual,
351,Rimba Garden,destinasi_wisata,Umum,,,,Google Maps / Manual,
352,AIR TERJUN LAYANA,destinasi_wisata,Alam,,,,Google Maps / Manual,
353,Pura Penataran Sasih,destinasi_wisata,Budaya,,,,Google Maps / Manual,
354,Pura Samuan Tiga,destinasi_wisata,Budaya,,,,Google Maps / Manual,
355,Pantai Segara Wilis,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
356,Setia Darma House of Mask and Puppets,destinasi_wisata,Umum,,,,Google Maps / Manual,
357,Ubud Dalem Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
358,MADU AMERTA BHUANA,destinasi_wisata,Umum,,,,Google Maps / Manual,
359,Monkey Forest,destinasi_wisata,Alam,,,,Google Maps / Manual,
360,Pura Dalem Sidan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
361,Jasan Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
362,Ubud Rafting,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
363,Sukawati Art Market,destinasi_wisata,Umum,,,,Google Maps / Manual,
364,Pejeng kawan village,destinasi_wisata,Umum,,,,Google Maps / Manual,
365,Jambe Asri Agrotourism,destinasi_wisata,Umum,,,,Google Maps / Manual,
366,Abian Desa Rice Terrace,destinasi_wisata,Alam,,,,Google Maps / Manual,
367,Nature Tourism Green Cliff,destinasi_wisata,Alam,,,,Google Maps / Manual,
368,Wisata Puncak JR Jembrana Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
369,Air Terjun Juwuk Manis,destinasi_wisata,Alam,,,,Google Maps / Manual,
370,Pantai Candikusuma,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
371,Roses peak Jembrana Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
372,Wisata,destinasi_wisata,Umum,,,,Google Maps / Manual,
373,Taman Pecangakan - Negara,destinasi_wisata,Alam,,,,Google Maps / Manual,
374,Bunut Bolong,destinasi_wisata,Umum,,,,Google Maps / Manual,
375,Bendungan Palasari,destinasi_wisata,Umum,,,,Google Maps / Manual,
376,Wisata Gelar River,destinasi_wisata,Umum,,,,Google Maps / Manual,
377,Bendungan Benel,destinasi_wisata,Umum,,,,Google Maps / Manual,
378,Pantai Pebuahan,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
379,Rest Area Pantai Yeh Leh,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
380,Pantai Perancak,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
381,MAKAM WALI BALI 7(PITU),destinasi_wisata,Umum,,,,Google Maps / Manual,
382,Pura Jagatnatha Jembrana,destinasi_wisata,Budaya,,,,Google Maps / Manual,
383,Secret Bay,destinasi_wisata,Umum,,,,Google Maps / Manual,
384,Air Terjun Yeh Buah,destinasi_wisata,Alam,,,,Google Maps / Manual,
385,Pantai Pekutatan,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
386,Taman Siwa,destinasi_wisata,Alam,,,,Google Maps / Manual,
387,objek wisata gelar,destinasi_wisata,Umum,,,,Google Maps / Manual,
388,Alas Utama Medewi (AUM),destinasi_wisata,Umum,,,,Google Maps / Manual,
389,Batu Belah,destinasi_wisata,Umum,,,,Google Maps / Manual,
390,Pantai Tembles,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
391,Karang Impian Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
392,Kampoeng Palarejo Selfie Spot Jembrana,destinasi_wisata,Umum,,,,Google Maps / Manual,
393,Cupel Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
394,"Agrowisata Munduk Nangka Desa Berangbang, Tangimeyeh",destinasi_wisata,Umum,,,,Google Maps / Manual,
395,GREEN HILL BALI,destinasi_wisata,Umum,,,,Google Maps / Manual,
396,Perancak Sunset Point,destinasi_wisata,Umum,,,,Google Maps / Manual,
397,Gedung Kesenian Dr Ir Soekarno,destinasi_wisata,Umum,,,,Google Maps / Manual,
398,D'ABIANsy waterpark,destinasi_wisata,Umum,,,,Google Maps / Manual,
399,Sidi Tapa Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
400,Rambut Siwi Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
401,Monumen Operasi Lintas Laut Jawa - Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
402,Desa Wisata PALASARI,destinasi_wisata,Umum,,,,Google Maps / Manual,
403,Kampung Coklat jembrana,destinasi_wisata,Umum,,,,Google Maps / Manual,
404,Taman Prasasti,destinasi_wisata,Budaya,,,,Google Maps / Manual,
405,Ambenan Ijo Gading,destinasi_wisata,Umum,,,,Google Maps / Manual,
406,Mecha Sunset View,destinasi_wisata,Umum,,,,Google Maps / Manual,
407,Pura Jati Jembrana,destinasi_wisata,Budaya,,,,Google Maps / Manual,
408,Melaya Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
409,Nirwana Garden Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
410,ᬤᬸᬲᬸᬦ᭄ᬲᭂᬜ᭄ᬚ᭟ Dusun Senja,destinasi_wisata,Umum,,,,Google Maps / Manual,
411,Negara Palace,destinasi_wisata,Budaya,,,,Google Maps / Manual,
412,"Pantai Karangsewu, Balai Taman Nasional Bali Barat",destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
413,Tibu boni tempat permandian alami,destinasi_wisata,Alam,,,,Google Maps / Manual,
414,Air Terjun Kayangan Sawe,destinasi_wisata,Alam,,,,Google Maps / Manual,
415,Pulukan Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
416,Ekowisata Tracking Mangrove,destinasi_wisata,Alam,,,,Google Maps / Manual,
417,PutriMas Collection,destinasi_wisata,Umum,,,,Google Maps / Manual,
418,PUNCAK TIRTA hidden gems,destinasi_wisata,Budaya,,,,Google Maps / Manual,
419,Pengambengan Sunset View,destinasi_wisata,Umum,,,,Google Maps / Manual,
420,Pantai Cupel 1,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
421,Museum Manusia Purba Gilimanuk,destinasi_wisata,Budaya,,,,Google Maps / Manual,
422,Pura Sumur Kembar,destinasi_wisata,Budaya,,,,Google Maps / Manual,
423,Pantai Baluk Rening,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
424,Negara Banana Garden,destinasi_wisata,Umum,,,,Google Maps / Manual,
425,Taman Sangkur,destinasi_wisata,Alam,,,,Google Maps / Manual,
426,Air Terjun Grojogan Yehembang Kauh (entrance),destinasi_wisata,Alam,,,,Google Maps / Manual,
427,Pura Perancak,destinasi_wisata,Budaya,,,,Google Maps / Manual,
428,Mantu Cager (Manistutu Camping Ground),destinasi_wisata,Alam,,,,Google Maps / Manual,
429,Monumen Pendaratan I Gusti Ngurah Rai,destinasi_wisata,Umum,,,,Google Maps / Manual,
430,Taman Makam Pahlawan,destinasi_wisata,Alam,,,,Google Maps / Manual,
431,ᬕ᭄ᬭᭀᬚᭀᬕᬦ᭄᭟ Grojogan waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
432,Taman Ujung,destinasi_wisata,Alam,,,,Google Maps / Manual,
433,Tirta Gangga,destinasi_wisata,Budaya,,,,Google Maps / Manual,
434,Puri Agung Karangasem,destinasi_wisata,Budaya,,,,Google Maps / Manual,
435,Taman Edelweis Bali,destinasi_wisata,Alam,,,,Google Maps / Manual,
436,Pantai Jasri,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
437,Bukit Cinta,destinasi_wisata,Umum,,,,Google Maps / Manual,
438,Telaga Surya,destinasi_wisata,Umum,,,,Google Maps / Manual,
439,Bukit Guungan,destinasi_wisata,Umum,,,,Google Maps / Manual,
440,Bukit Asah Desa Bugbug,destinasi_wisata,Umum,,,,Google Maps / Manual,
441,Pancoran Pengelukatan Sapta Gangga,destinasi_wisata,Umum,,,,Google Maps / Manual,
442,Bukit Putung,destinasi_wisata,Umum,,,,Google Maps / Manual,
443,Waterfall Air Terjun Jagasatru,destinasi_wisata,Alam,,,,Google Maps / Manual,
444,Air Terjun Yeh Labuh Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
445,Bukit surga,destinasi_wisata,Umum,,,,Google Maps / Manual,
446,Lahangan Sweet,destinasi_wisata,Umum,,,,Google Maps / Manual,
447,Pemandian Tirta Ujung,destinasi_wisata,Budaya,,,,Google Maps / Manual,
448,"Pantai Bugbug, Manggis, Karangasem",destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
449,Jembatan Kuning Tukad Yeh Unda,destinasi_wisata,Umum,,,,Google Maps / Manual,
450,Desa Wisata Timbrah,destinasi_wisata,Umum,,,,Google Maps / Manual,
451,"Lotus Lagoon, Candidasa, Karangasem",destinasi_wisata,Umum,,,,Google Maps / Manual,
452,Pantai Yeh Malet,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
453,Pantai Pasir Hitam,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
454,Danau Yeh Malet,destinasi_wisata,Alam,,,,Google Maps / Manual,
455,Savana Tianyar,destinasi_wisata,Umum,,,,Google Maps / Manual,
456,Candidasa Lotus Lagoon,destinasi_wisata,Umum,,,,Google Maps / Manual,
457,Pantai Prasi,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
458,Bali Countryside Sidemen,destinasi_wisata,Umum,,,,Google Maps / Manual,
459,Savana Nusu,destinasi_wisata,Umum,,,,Google Maps / Manual,
460,Virgin Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
461,Bukit Asah Bali - Tempat Camping di Bali,destinasi_wisata,Alam,,,,Google Maps / Manual,
462,Puncak Gunung Agung Bali,destinasi_wisata,Alam,,,,Google Maps / Manual,
463,Bendungan Yeh Unda Hulu,destinasi_wisata,Umum,,,,Google Maps / Manual,
464,Besakih Great Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
465,Yeh abian,destinasi_wisata,Umum,,,,Google Maps / Manual,
466,Gunung Agung,destinasi_wisata,Alam,,,,Google Maps / Manual,
467,Pantai Wates Karangasem,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
468,Di kaki Gunung Agung,destinasi_wisata,Alam,,,,Google Maps / Manual,
469,PANGI karangasem,destinasi_wisata,Umum,,,,Google Maps / Manual,
470,Pantai Labuan Jelung,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
471,Agrowisata Abian Salak,destinasi_wisata,Umum,,,,Google Maps / Manual,
472,Pantai Peselatan,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
473,Bali Chocolate Factory,destinasi_wisata,Umum,,,,Google Maps / Manual,
474,Ketut's Hideaway,destinasi_wisata,Umum,,,,Google Maps / Manual,
475,Lipah Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
476,Pantai Tanah Ampo,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
477,Telaga Waja Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
478,Jemeluk Bay snorkelling spot,destinasi_wisata,Umum,,,,Google Maps / Manual,
479,Bukit cemara,destinasi_wisata,Umum,,,,Google Maps / Manual,
480,Pantai Melasti Amed,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
481,Pantai Taman Ujung,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
482,Destinasi Karangasem,destinasi_wisata,Umum,,,,Google Maps / Manual,
483,Padang Bunga Kasna,destinasi_wisata,Umum,,,,Google Maps / Manual,
484,Bukit Asmara,destinasi_wisata,Umum,,,,Google Maps / Manual,
485,Aquamarine Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
486,Royal Palace on the Water,destinasi_wisata,Budaya,,,,Google Maps / Manual,
487,Pelabuhan Amuk,destinasi_wisata,Umum,,,,Google Maps / Manual,
488,"Wisata LOD BUAH. Sideman-Karangasem, Bali",destinasi_wisata,Umum,,,,Google Maps / Manual,
489,Hidden View Lempuyang,destinasi_wisata,Umum,,,,Google Maps / Manual,
490,Utari Garden,destinasi_wisata,Umum,,,,Google Maps / Manual,
491,Pantai Bulakan,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
492,Penataran Agung Lempuyang Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
493,Pura Pasar Agung Sebudi,destinasi_wisata,Budaya,,,,Google Maps / Manual,
494,Cungkube,destinasi_wisata,Umum,,,,Google Maps / Manual,
495,Wates Yeh Malet Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
496,Sawah Agung,destinasi_wisata,Alam,,,,Google Maps / Manual,
497,"Sunrise Pantai Ujung Pesisi, Karangasem. Bali",destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
498,Mata Air Asam,destinasi_wisata,Umum,,,,Google Maps / Manual,
499,Telabah Lantang Desa Muncan,destinasi_wisata,Umum,,,,Google Maps / Manual,
500,Bayu Beach Bali. Bebayu,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
501,Pantai Baturinggit,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
502,Pantai Belatung,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
503,EMBUNG DATAH II,destinasi_wisata,Umum,,,,Google Maps / Manual,
504,DARYA SIDEMEN TREKKING,destinasi_wisata,Alam,,,,Google Maps / Manual,
505,Snorkeling Blue Lagoon Amuk bay,destinasi_wisata,Umum,,,,Google Maps / Manual,
506,Bukit Dap Dap,destinasi_wisata,Umum,,,,Google Maps / Manual,
507,West Garden Pangi,destinasi_wisata,Umum,,,,Google Maps / Manual,
508,Tukad Cepung Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
509,Sidemen Swing,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
510,Hidden Green Kayoan,destinasi_wisata,Umum,,,,Google Maps / Manual,
511,Pantai Bangklangan Perasi,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
512,Bukit Bulgari,destinasi_wisata,Umum,,,,Google Maps / Manual,
513,KENCANA RIVER SIDE,destinasi_wisata,Umum,,,,Google Maps / Manual,
514,Obyek Wisata Batu Belah Antiga,destinasi_wisata,Umum,,,,Google Maps / Manual,
515,Pondok Bukit Samuh,destinasi_wisata,Umum,,,,Google Maps / Manual,
516,"Pondok GunGGunG - Socio, Art, Cultural & Natural Creative Hub",destinasi_wisata,Umum,,,,Google Maps / Manual,
517,Avatar Rafting,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
518,KAK NEMO SNORKELING,destinasi_wisata,Umum,,,,Google Maps / Manual,
519,Rumah Capung,destinasi_wisata,Umum,,,,Google Maps / Manual,
520,Munduk Cinta Tulamben,destinasi_wisata,Umum,,,,Google Maps / Manual,
521,Jro Mangku Pasek Tohjiwa MPTH,destinasi_wisata,Umum,,,,Google Maps / Manual,
522,Seraya Secrets,destinasi_wisata,Umum,,,,Google Maps / Manual,
523,"Virgin Beach, Karangasem, Bali",destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
524,Taman Budaya Candra Buana,destinasi_wisata,Alam,,,,Google Maps / Manual,
525,AMED SELFIE,destinasi_wisata,Umum,,,,Google Maps / Manual,
526,Gantalan poin,destinasi_wisata,Umum,,,,Google Maps / Manual,
527,Jembatan Bukit Avatar,destinasi_wisata,Umum,,,,Google Maps / Manual,
528,Bendungan Kastala,destinasi_wisata,Umum,,,,Google Maps / Manual,
529,bukit asah,destinasi_wisata,Umum,,,,Google Maps / Manual,
530,Kantor Wisata Dukuh Lestari,destinasi_wisata,Umum,,,,Google Maps / Manual,
531,Pasraman Jiwan Mukti Muntigunung,destinasi_wisata,Umum,,,,Google Maps / Manual,
532,Wanna Sunrise volcano & rice view,destinasi_wisata,Alam,,,,Google Maps / Manual,
533,"Padang Savana Tianyar, Karangasem",destinasi_wisata,Umum,,,,Google Maps / Manual,
534,"Bendung Irigasi Bajing, Sidemen Karangasem",destinasi_wisata,Umum,,,,Google Maps / Manual,
535,Amed snorkeling center,destinasi_wisata,Umum,,,,Google Maps / Manual,
536,Pura Pengubengan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
537,Pura Manik Kembar (Kahyangan Jagat),destinasi_wisata,Budaya,,,,Google Maps / Manual,
538,Pura Peninjoan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
539,Bukit Kembang Sari,destinasi_wisata,Umum,,,,Google Maps / Manual,
540,Pura Manik Mas,destinasi_wisata,Budaya,,,,Google Maps / Manual,
541,Pura Gelap Besakih,destinasi_wisata,Budaya,,,,Google Maps / Manual,
542,Mimba Black Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
543,Pura Batu Belah,destinasi_wisata,Budaya,,,,Google Maps / Manual,
544,Maha Gangga Valley,destinasi_wisata,Alam,,,,Google Maps / Manual,
545,USAT Liberty Wreck,destinasi_wisata,Umum,,,,Google Maps / Manual,
546,Pesona Munduk Ngandang,destinasi_wisata,Umum,,,,Google Maps / Manual,
547,Pura Candidasa,destinasi_wisata,Budaya,,,,Google Maps / Manual,
548,Pemandian Umum Tukad Arca,destinasi_wisata,Umum,,,,Google Maps / Manual,
549,Dekwar Local Guide Mount Agung Trekking Bali,destinasi_wisata,Alam,,,,Google Maps / Manual,
550,Pratiksha and Pranjal point,destinasi_wisata,Umum,,,,Google Maps / Manual,
551,Angel Lagoon Tour - Snorkeling Fishing & Cooking in Amed,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
552,Kertha Gosa Park,destinasi_wisata,Umum,,,,Google Maps / Manual,
553,Kali Unda,destinasi_wisata,Umum,,,,Google Maps / Manual,
554,Tirai Air Terjun Tukad Unda,destinasi_wisata,Alam,,,,Google Maps / Manual,
555,Puri Agung Klungkung,destinasi_wisata,Budaya,,,,Google Maps / Manual,
556,Bukit Belong,destinasi_wisata,Umum,,,,Google Maps / Manual,
557,Goa Jepang Klungkung,destinasi_wisata,Alam,,,,Google Maps / Manual,
558,Wisata Tirta Srinadi,destinasi_wisata,Budaya,,,,Google Maps / Manual,
559,Lapangan Puputan Klungkung,destinasi_wisata,Umum,,,,Google Maps / Manual,
560,Puputan Klungkung monument,destinasi_wisata,Budaya,,,,Google Maps / Manual,
561,Pantai Batu Tumpeng,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
562,Seganing spring,destinasi_wisata,Umum,,,,Google Maps / Manual,
563,DESA WISATA BAKAS,destinasi_wisata,Umum,,,,Google Maps / Manual,
564,Bendungan Tukad Yeh Unda,destinasi_wisata,Umum,,,,Google Maps / Manual,
565,The Tadah Uwuk Waterfall and Canyon view,destinasi_wisata,Alam,,,,Google Maps / Manual,
566,Atuh King Five Nusa Penida,destinasi_wisata,Umum,,,,Google Maps / Manual,
567,Pantai Goa Lawah (Timur Pura - Rest Area),destinasi_wisata,Budaya,,,,Google Maps / Manual,
568,Lumangan Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
569,Diamond Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
570,Aan Secret Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
571,Bukit Tengah,destinasi_wisata,Umum,,,,Google Maps / Manual,
572,Klungkung Royal Palace,destinasi_wisata,Budaya,,,,Google Maps / Manual,
573,Banah Cliff Point,destinasi_wisata,Alam,,,,Google Maps / Manual,
574,Crystal Bay Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
575,Pantai Klotok Klungkung,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
576,Pura Watu Klotok,destinasi_wisata,Budaya,,,,Google Maps / Manual,
577,Melangit Bali Adventure,destinasi_wisata,Umum,,,,Google Maps / Manual,
578,Tourism Village Kamasan,destinasi_wisata,Umum,,,,Google Maps / Manual,
579,Tegehan waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
580,Goa Lawah Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
581,Broken Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
582,Saren Cliff Point,destinasi_wisata,Alam,,,,Google Maps / Manual,
583,Pura Puncak Mundi,destinasi_wisata,Budaya,,,,Google Maps / Manual,
584,Teletubbies Hill,destinasi_wisata,Umum,,,,Google Maps / Manual,
585,Penglukatan Pura Tirta Suranadi,destinasi_wisata,Budaya,,,,Google Maps / Manual,
586,Taman Kota Klungkung,destinasi_wisata,Alam,,,,Google Maps / Manual,
587,Pantai Sedayu,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
588,Wisata Bukit,destinasi_wisata,Umum,,,,Google Maps / Manual,
589,Devil's Tears,destinasi_wisata,Umum,,,,Google Maps / Manual,
590,Paluang Cliff,destinasi_wisata,Alam,,,,Google Maps / Manual,
591,Angel's Billabong,destinasi_wisata,Umum,,,,Google Maps / Manual,
592,Celek-celek Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
593,Tembeling Beach and Forest,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
594,Guyangan Waterfall Nusa Penida,destinasi_wisata,Alam,,,,Google Maps / Manual,
595,Tukad Tista,destinasi_wisata,Umum,,,,Google Maps / Manual,
596,Wisata Warna Warni Kampung islam gelgel,destinasi_wisata,Umum,,,,Google Maps / Manual,
597,pantai Diamond pelilit,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
598,Gamat Bay,destinasi_wisata,Umum,,,,Google Maps / Manual,
599,Pantai Kp Kusamba,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
600,Blue Lagoon Nusa Ceningan,destinasi_wisata,Umum,,,,Google Maps / Manual,
601,"Pantai Monggalan, Klungkung",destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
602,Kawasan Wisata Desa Romantic Hill,destinasi_wisata,Umum,,,,Google Maps / Manual,
603,Bali Butterfly Park,destinasi_wisata,Alam,,,,Google Maps / Manual,
604,Alas Kedaton,destinasi_wisata,Umum,,,,Google Maps / Manual,
605,Leke Leke Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
606,Wisata Kayu Putih,destinasi_wisata,Umum,,,,Google Maps / Manual,
607,DESA WISATA PINGE,destinasi_wisata,Umum,,,,Google Maps / Manual,
608,Puri Agung Kerambitan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
609,Air Terjun Blemantung,destinasi_wisata,Alam,,,,Google Maps / Manual,
610,Wahana Wisata Sambhrama Ashram,destinasi_wisata,Umum,,,,Google Maps / Manual,
611,Tanah Lot,destinasi_wisata,Umum,,,,Google Maps / Manual,
612,Desa Coklat Bali,destinasi_wisata,Umum,,,,Google Maps / Manual,
613,The Blooms Garden,destinasi_wisata,Umum,,,,Google Maps / Manual,
614,Daya Tarik Wisata Bedugul,destinasi_wisata,Alam,,,,Google Maps / Manual,
615,Puri Anyar Royal Palace Kerambitan,destinasi_wisata,Budaya,,,,Google Maps / Manual,
616,Pantai Kelecung,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
617,Blahmantung Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
618,Desa Wisata Tajen,destinasi_wisata,Umum,,,,Google Maps / Manual,
619,Tabanan Anom Palace,destinasi_wisata,Budaya,,,,Google Maps / Manual,
620,Wisata Grembengan,destinasi_wisata,Umum,,,,Google Maps / Manual,
621,Air Panas Angseri,destinasi_wisata,Umum,,,,Google Maps / Manual,
622,Bali Botanical Garden,destinasi_wisata,Alam,,,,Google Maps / Manual,
623,Sing Sing Angin Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
624,Ulun Danu Beratan Temple,destinasi_wisata,Budaya,,,,Google Maps / Manual,
625,Pantai Selabih,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
626,Air Terjun Yeh Hoo,destinasi_wisata,Alam,,,,Google Maps / Manual,
627,The SILA'S Agrotourism,destinasi_wisata,Umum,,,,Google Maps / Manual,
628,Sunset Beach Tanah Lot,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
629,Subak Piak,destinasi_wisata,Alam,,,,Google Maps / Manual,
630,Kelating Beach,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
631,Secret Garden Village,destinasi_wisata,Umum,,,,Google Maps / Manual,
632,Jatiluwih Rice Terraces,destinasi_wisata,Alam,,,,Google Maps / Manual,
633,Pengempu Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
634,Belulang Hot Springs,destinasi_wisata,Alam,,,,Google Maps / Manual,
635,Desa Wisata Kaba-Kaba,destinasi_wisata,Umum,,,,Google Maps / Manual,
636,Pantai Nyanyi,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
637,Taman Sari Buwana,destinasi_wisata,Alam,,,,Google Maps / Manual,
638,Pantai Soan Galuh,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
639,Pura Malen,destinasi_wisata,Budaya,,,,Google Maps / Manual,
640,Campuhan Antapan Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
641,Wisata Mini rafting & Penglukatan Yeh Sungi Belayu,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
642,Taman Alas Permata Sari,destinasi_wisata,Alam,,,,Google Maps / Manual,
643,Wisata Eka tirta hot spring natural,destinasi_wisata,Alam,,,,Google Maps / Manual,
644,Vihara Dharma Giri,destinasi_wisata,Umum,,,,Google Maps / Manual,
645,Pantai Batu Tampih,destinasi_wisata,Rekreasi,,,,Google Maps / Manual,
646,Besikalung Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
647,Sade Waterfall,destinasi_wisata,Alam,,,,Google Maps / Manual,
